U,V,W,T_SONIC,CO2,H2O,SA_DIAG,GA_DIAG,T_CELL,T_CELL_IN,T_CELL_OUT,PRESS_CELL
-3.39184,3.355,0.358213,302.702,349.955,16.2023,2,8191,28.7679,30.8863,28.2383,96.8917
-3.22987,3.49329,0.600344,302.721,350.155,16.2083,3,8191,28.763,30.8664,28.2371,96.8976
-3.21074,3.66312,0.558698,302.677,350.384,16.2017,4,8191,28.7917,30.8712,28.2718,96.9067
-3.26381,3.29615,0.681404,302.745,349.983,16.1949,5,8191,28.7956,30.8553,28.2807,96.9008
-3.34192,3.31235,0.544412,302.756,349.743,16.2172,6,8191,28.7884,30.864,28.2695,96.9039
-3.28827,3.14541,0.292372,302.627,349.66,16.2346,7,8191,28.7824,30.8689,28.2607,96.911
-3.88679,3.05906,0.0818224,302.441,349.659,16.2487,8,8191,28.763,30.8615,28.2383,96.9037
-3.81532,2.83641,0.0604783,302.51,349.745,16.2602,9,8191,28.7473,30.8627,28.2184,96.9031
-3.48043,2.82569,-0.338826,302.507,349.695,16.2716,10,8191,28.7677,30.8602,28.2446,96.8929
-3.39833,2.94733,-0.119727,302.475,349.835,16.2678,1,8191,28.7923,30.864,28.2744,96.9019
-3.63915,3.33243,-0.0818717,302.496,349.897,16.2601,2,8191,28.8369,30.8528,28.333,96.899
-3.5916,3.63489,-0.173643,302.54,349.968,16.2489,3,8191,28.8118,30.8626,28.2992,96.9051
-3.68664,3.36108,0.0471532,302.497,349.888,16.243,4,8191,28.8177,30.8664,28.3056,96.9013
-3.14464,3.84281,0.288194,302.549,349.957,16.2362,5,8191,28.7996,30.8702,28.2819,96.9002
-3.81218,4.12715,0.435667,302.72,349.988,16.2349,6,8191,28.7714,30.864,28.2483,96.9019
-3.4107,4.32481,0.611166,302.829,349.863,16.2326,7,8191,28.7767,30.8652,28.2545,96.8984
-3.73856,4.32772,0.468648,302.649,350.058,16.2331,8,8191,28.7827,30.8613,28.2631,96.899
-3.54984,4.27097,-0.114839,302.515,349.748,16.2234,9,8191,28.7792,30.834,28.2655,96.9006
-3.42337,4.11456,0.174495,302.519,349.575,16.2347,10,8191,28.7406,30.8441,28.2147,96.9061
-3.27098,4.26937,0.0497141,302.475,349.471,16.2575,1,8191,28.7617,30.8503,28.2396,96.9098
-2.94607,4.00998,-0.181616,302.557,349.581,16.2601,2,8191,28.7851,30.8578,28.267,96.9055
-2.98602,4.06012,0.119713,302.855,349.779,16.257,3,8191,28.7834,30.87,28.2618,96.9049
-2.73831,4.12572,0.228115,302.933,349.77,16.2425,4,8191,28.756,30.8764,28.2259,96.8923
-2.78529,3.95082,0.154303,302.875,349.909,16.2434,5,8191,28.7881,30.8726,28.267,96.9037
-2.74248,4.00083,0.103148,302.788,349.765,16.247,6,8191,28.8138,30.8725,28.2992,96.8978
-2.84442,3.7563,0.149778,302.61,349.37,16.2649,7,8191,28.804,30.8776,28.2856,96.9014
-2.87917,3.8248,0.118939,302.546,349.148,16.283,8,8191,28.7792,30.8528,28.2607,96.9075
-2.97059,3.84473,0.203348,302.475,349.008,16.3054,9,8191,28.7791,30.8726,28.2558,96.9033
-2.97253,3.67714,0.467052,302.425,349.106,16.3278,10,8191,28.7684,30.8788,28.2408,96.9092
-2.9504,3.43554,0.319746,302.445,349.495,16.3185,1,8191,28.7899,30.8516,28.2744,96.8996
-2.77663,3.23729,0.18377,302.479,349.855,16.2988,2,8191,28.8033,30.8392,28.2944,96.9002
-2.32318,3.48539,0.235268,302.55,349.85,16.2762,3,8191,28.7959,30.8526,28.2817,96.8984
-2.2074,4.66329,-0.313248,302.556,349.987,16.258,4,8191,28.7577,30.8553,28.2333,96.9008
-1.56088,4.37074,0.0163682,302.555,350.093,16.2383,5,8191,28.7642,30.8528,28.2421,96.9039
-1.95651,4.48584,-0.137067,302.403,349.981,16.2368,6,8191,28.7617,30.8454,28.2408,96.9069
-2.232,4.7525,0.0389909,302.232,349.739,16.2394,7,8191,28.7899,30.8317,28.2794,96.9057
-2.49062,5.0813,0.207531,301.842,349.519,16.254,8,8191,28.7914,30.8392,28.2794,96.9051
-2.17092,5.05934,0.235092,301.906,349.48,16.2766,9,8191,28.7816,30.8602,28.262,96.902
-2.19606,4.97337,-0.217768,301.657,349.604,16.2781,10,8191,28.7664,30.864,28.2421,96.9013
-2.26488,4.97435,-0.344703,301.745,349.876,16.256,1,8191,28.7643,30.8539,28.2419,96.8947
-2.36431,5.08065,-0.466803,301.49,350.245,16.2484,2,8191,28.7592,30.8478,28.2371,96.8953
-2.36035,4.97534,-0.38508,301.455,350.564,16.2323,3,8191,28.7618,30.8564,28.2382,96.8988
-2.47763,4.85053,-0.429684,301.448,351.153,16.1922,4,8191,28.7724,30.8441,28.2545,96.9013
-2.4747,4.74503,-0.445036,301.43,351.345,16.1598,5,8191,28.7966,30.8652,28.2794,96.9025
-2.63954,4.95426,-0.445306,301.405,351.697,16.1295,6,8191,28.8073,30.854,28.2956,96.9031
-2.65414,4.78071,-0.47561,301.415,351.65,16.0921,7,8191,28.811,30.8677,28.2969,96.8941
-2.63895,4.7848,-0.608935,301.415,351.726,16.0735,8,8191,28.7762,30.8429,28.2595,96.8984
-2.58048,4.78004,-0.395619,301.415,351.815,16.0564,9,8191,28.7787,30.8415,28.2631,96.8947
-2.54711,4.77166,-0.387428,301.424,351.836,16.0431,10,8191,28.8041,30.8478,28.2931,96.8917
-2.60517,4.84529,-0.454796,301.435,351.777,16.0217,1,8191,28.8076,30.8404,28.2993,96.8905
-2.60927,4.81994,-0.553179,301.437,351.839,16.0143,2,8191,28.7952,30.8588,28.2792,96.8905
-2.63487,4.80015,-0.628989,301.445,351.802,16.0089,3,8191,28.8145,30.8553,28.3043,96.8905
-2.62752,4.58515,-0.741632,301.42,351.9,16.0012,4,8191,28.8353,30.8452,28.3328,96.8939
-2.43525,4.51021,-0.844687,301.435,351.789,15.9937,5,8191,28.8296,30.8266,28.3303,96.8923
-2.36869,4.47483,-0.876664,301.443,351.914,15.9926,6,8191,28.7817,30.8266,28.2705,96.8899
-2.40499,4.42024,-0.89003,301.44,351.76,15.9877,7,8191,28.7979,30.8268,28.2906,96.8923
-2.46661,4.44162,-0.847489,301.418,351.841,15.9796,8,8191,28.7982,30.8539,28.2842,96.8947
-2.53036,4.43511,-0.785739,301.405,351.763,15.9755,9,8191,28.7763,30.8291,28.2631,96.8953
-2.40506,4.4183,-0.818441,301.428,351.857,15.9794,10,8191,28.7929,30.8069,28.2894,96.9019
-2.5797,4.44466,-0.945322,301.41,351.779,15.9731,1,8191,28.8057,30.8167,28.3029,96.8978
-2.59587,4.44245,-0.774612,301.425,351.75,15.9687,2,8191,28.7581,30.8328,28.2394,96.8984
-2.56031,4.47055,-0.799675,301.41,351.752,15.9611,3,8191,28.7371,30.8168,28.2172,96.8994
-2.57815,4.41737,-0.840261,301.414,351.777,15.9655,4,8191,28.7287,30.8105,28.2083,96.8966
-2.60956,4.43515,-0.80996,301.575,351.701,15.9556,5,8191,28.7697,30.8255,28.2558,96.8923
-2.72792,4.72894,-0.872129,301.775,351.877,15.9593,6,8191,28.7521,30.8477,28.2282,96.9006
-2.68503,4.5956,-0.569991,301.735,351.907,15.9574,7,8191,28.7824,30.8342,28.2695,96.8976
-2.66656,4.54419,-0.687775,301.788,351.859,15.948,8,8191,28.7989,30.813,28.2954,96.8911
-2.76484,4.50003,-0.879474,301.521,351.491,15.9512,9,8191,28.8046,30.8564,28.2917,96.8941
-2.7465,4.54753,-0.973059,301.324,351.398,15.9707,10,8191,28.7954,30.8342,28.2856,96.9073
-2.72516,4.70993,-0.880758,301.56,351.346,15.9831,1,8191,28.7593,30.8092,28.2469,96.8994
-2.56161,4.69276,-0.745527,301.708,351.248,15.9944,2,8191,28.7767,30.8007,28.2707,96.9031
-2.39586,4.67932,-0.744993,301.72,351.569,15.9894,3,8191,28.7591,30.803,28.2481,96.9073
-2.32267,4.70784,-0.951136,301.631,351.835,15.9762,4,8191,28.7767,30.8255,28.2645,96.9002
-2.71479,4.56522,-1.1401,301.44,351.693,15.967,5,8191,28.8148,30.8218,28.313,96.8984
-2.71548,4.60433,-1.1132,301.369,351.643,15.9775,6,8191,28.8001,30.8082,28.2981,96.8976
-2.78443,4.66993,-0.955681,301.469,351.328,15.9803,7,8191,28.778,30.8328,28.2643,96.8893
-2.72672,4.69528,-0.770153,301.607,351.471,15.9795,8,8191,28.7456,30.8144,28.2284,96.896
-2.65985,4.74545,-0.620256,301.685,351.653,15.9696,9,8191,28.7484,30.834,28.2269,96.8923
-2.51165,4.71523,-0.624567,301.652,351.883,15.9615,10,8191,28.7773,30.834,28.2631,96.8976
-2.39526,4.75472,-0.565053,301.605,351.763,15.9575,1,8191,28.7968,30.8615,28.2807,96.8929
-2.38582,4.8741,-0.57963,301.577,351.609,15.963,2,8191,28.8019,30.8427,28.2917,96.8978
-2.28021,4.90013,-0.480091,301.655,351.362,15.9725,3,8191,28.7917,30.8415,28.2792,96.896
-2.28583,5.01215,-0.442378,301.73,351.394,15.9826,4,8191,28.7688,30.8365,28.2518,96.8984
-2.31459,4.98558,-0.425365,301.675,351.524,15.9854,5,8191,28.7463,30.823,28.2271,96.9
-2.52415,4.92713,-0.398405,301.71,351.493,15.9849,6,8191,28.7446,30.8452,28.2195,96.8929
-2.31981,4.96046,-0.439651,301.725,351.358,15.9922,7,8191,28.7474,30.8291,28.2269,96.8994
-2.27838,4.9657,-0.430858,301.741,351.35,15.9976,8,8191,28.7574,30.7993,28.2469,96.8911
-2.08005,4.88514,-0.419933,301.745,351.193,16.0024,9,8191,28.7924,30.8292,28.2832,96.8923
-1.84123,4.88743,-0.600194,301.639,351.373,16.0098,10,8191,28.8006,30.8206,28.2956,96.8929
-1.75989,4.83999,-0.759844,301.625,351.402,16.0063,1,8191,28.7768,30.8167,28.2668,96.8874
-1.96911,4.93387,-0.740256,301.761,351.388,16.0113,2,8191,28.7581,30.813,28.2444,96.8917
-2.05472,4.99532,-0.580506,301.725,351.511,16.0149,3,8191,28.7872,30.7834,28.2881,96.8927
-2.198,4.75292,-0.579262,301.776,351.478,16.0149,4,8191,28.7925,30.8105,28.288,96.8911
-2.30535,4.6848,-0.584975,301.785,351.215,16.0109,5,8191,28.756,30.8268,28.2383,96.8911
-2.36955,4.69608,-0.490558,301.848,351.386,16.0118,6,8191,28.7353,30.828,28.2122,96.8988
-2.31944,4.70511,-0.48967,301.81,351.364,16.018,7,8191,28.7533,30.839,28.2319,96.896
-2.30831,4.75217,-0.546507,301.817,351.223,16.0219,8,8191,28.7712,30.8131,28.2607,96.8978
-2.53008,4.73996,-0.64433,301.765,351.289,16.0294,9,8191,28.7901,30.8082,28.2856,96.899
-2.42742,4.79478,-0.841308,301.784,351.117,16.0328,10,8191,28.841,30.8092,28.349,96.8966
-2.30077,4.84984,-0.790287,301.8,351.153,16.0371,1,8191,28.7952,30.834,28.2855,96.8972
-2.08263,4.99354,-0.683634,301.868,351.155,16.0398,2,8191,28.789,30.8229,28.2805,96.8929
-1.90543,5.20949,-0.190394,302.625,351.173,16.0375,3,8191,28.7329,30.8305,28.2084,96.8917
-2.06712,5.28806,-0.0897531,302.702,351.23,16.0467,4,8191,28.7362,30.8278,28.2132,96.8893
-1.8949,5.15509,0.00503849,302.705,351.172,16.0517,5,8191,28.7865,30.8204,28.278,96.8893
-1.96048,5.16586,0.000155007,302.693,350.642,16.0661,6,8191,28.7927,30.8167,28.2867,96.8886
-1.86494,5.1941,0.0144187,302.58,350.146,16.1043,7,8191,28.7866,30.8354,28.2744,96.8868
-1.70728,5.37223,0.116568,302.449,350.103,16.1383,8,8191,28.7717,30.8404,28.2545,96.8917
-2.05439,5.09528,-0.0994712,302.51,349.886,16.1606,9,8191,28.777,30.8427,28.2606,96.8905
-2.17703,4.85426,-0.197179,302.11,350.005,16.1839,10,8191,28.7493,30.8181,28.2321,96.8966
-2.1695,4.91962,-0.114743,302.146,350.085,16.1942,1,8191,28.7668,30.8266,28.2518,96.8937
-2.2587,4.85739,-0.199712,301.818,350.254,16.1947,2,8191,28.7889,30.797,28.2869,96.8984
-2.18505,4.93487,-0.200197,301.725,350.199,16.1946,3,8191,28.7712,30.7883,28.267,96.8978
-1.97675,5.06503,0.0511091,301.852,350.345,16.199,4,8191,28.7516,30.8204,28.2344,96.8953
-2.11021,5.19439,-0.214442,301.725,350.568,16.1872,5,8191,28.7747,30.7958,28.2695,96.8966
-2.10857,5.16628,-0.240212,301.691,351.029,16.1761,6,8191,28.775,30.803,28.268,96.8917
-2.13513,5.20991,-0.340118,301.685,351.011,16.153,7,8191,28.8273,30.8044,28.333,96.8821
-2.13781,5.22577,-0.235919,301.686,351.144,16.1289,8,8191,28.8071,30.8192,28.3041,96.8923
-2.24981,5.31481,0.14946,301.71,351.315,16.1082,9,8191,28.7765,30.8204,28.2655,96.8935
-2.43942,5.29894,0.0931993,301.792,351.38,16.0863,10,8191,28.7861,30.828,28.2757,96.8929
-2.17136,5.26048,0.264736,302.19,351.3,16.0695,1,8191,28.7655,30.8044,28.2558,96.8935
-1.94258,5.00415,0.320848,302.52,351.229,16.0693,2,8191,28.7504,30.8092,28.2357,96.8943
-2.25934,4.94566,0.159743,302.206,350.956,16.0794,3,8191,28.7827,30.8316,28.2705,96.8966
-2.25308,5.10842,0.465462,301.694,350.696,16.0912,4,8191,28.7723,30.7993,28.2655,96.8986
-2.21459,5.12971,0.38542,301.719,350.4,16.1171,5,8191,28.8092,30.8043,28.3104,96.896
-2.08951,5.41583,0.135364,302.075,350.312,16.1427,6,8191,28.8133,30.8193,28.3118,96.9033
-2.08962,5.24999,0.124737,301.71,350.751,16.134,7,8191,28.7937,30.8266,28.2855,96.8966
-2.17262,5.1976,0.224577,301.677,350.779,16.1314,8,8191,28.7757,30.8206,28.2645,96.8911
-2.43978,5.10022,0.125486,301.735,350.566,16.1211,9,8191,28.7845,30.8353,28.2718,96.8923
-2.49366,5.1248,0.0337335,301.708,350.514,16.1321,10,8191,28.761,30.8416,28.2408,96.8953
-2.34485,5.04514,0.150028,301.68,351.035,16.1333,1,8191,28.7379,30.8018,28.222,96.8941
-2.34393,5.08341,0.058084,301.701,351.434,16.1024,2,8191,28.8077,30.8018,28.3091,96.899
-2.35003,5.1198,0.0197185,301.68,351.381,16.082,3,8191,28.7974,30.8154,28.2929,96.8978
-2.17739,5.13462,0.287843,301.657,351.386,16.0585,4,8191,28.7789,30.8069,28.2719,96.8966
-2.17002,4.91504,0.0450717,301.54,351.344,16.0537,5,8191,28.7929,30.8168,28.2869,96.899
-2.2026,4.96897,-0.233639,301.553,351.434,16.0486,6,8191,28.8066,30.8266,28.3017,96.8978
-1.99537,5.08496,-0.319881,301.565,351.421,16.0397,7,8191,28.7882,30.8092,28.283,96.8966
-1.88765,4.83369,-0.238975,301.558,351.502,16.0283,8,8191,28.772,30.802,28.2645,96.8864
-1.81491,4.92488,0.0244415,301.595,351.536,16.009,9,8191,28.7837,30.8167,28.2755,96.8923
-2.38229,4.43304,0.493189,301.66,351.513,16.0081,10,8191,28.8086,30.8068,28.3091,96.8929
-2.30949,4.50509,0.170734,301.665,351.631,16.0155,1,8191,28.843,30.839,28.344,96.8935
-2.31672,4.50554,0.118449,301.603,351.573,16.0072,2,8191,28.8353,30.8402,28.334,96.8941
-2.27488,4.34996,0.220198,301.605,351.475,16.0045,3,8191,28.8073,30.8292,28.3018,96.8978
-2.37321,4.46862,0.106048,301.443,351.314,16.0012,4,8191,28.7827,30.8057,28.2769,96.8967
-2.37513,4.50479,0.139836,301.475,351.498,16.0021,5,8191,28.7693,30.839,28.2518,96.9094
-2.18071,4.62664,0.0750851,301.721,351.511,16.002,6,8191,28.766,30.8119,28.2545,96.9033
-2.30999,4.62528,0.174925,301.74,351.417,15.9967,7,8191,28.786,30.8278,28.2755,96.9002
-2.41604,4.50111,0.259742,301.664,351.661,15.9824,8,8191,28.7271,30.8168,28.2047,96.8972
-2.47985,4.55498,0.209992,301.66,351.559,15.9716,9,8191,28.7416,30.8303,28.2195,96.8984
-2.53051,4.264,0.498288,301.657,351.328,15.9814,10,8191,28.7292,30.8278,28.2045,96.9067
-2.17521,4.49473,0.460068,301.66,351.361,15.9904,1,8191,28.7842,30.8092,28.278,96.902
-2.08167,4.53813,0.281721,301.72,351.487,15.9898,2,8191,28.7697,30.8007,28.262,96.911
-2.26997,4.68509,0.289768,301.69,351.403,15.9866,3,8191,28.7237,30.8055,28.2033,96.9075
-2.12163,4.59715,0.895108,301.666,351.437,15.9864,4,8191,28.7344,30.8142,28.2145,96.9128
-1.71024,4.46981,0.830458,301.675,351.262,15.9872,5,8191,28.7372,30.8328,28.2132,96.9081
-1.58485,4.60187,0.584179,301.664,351.459,15.9977,6,8191,28.7558,30.8266,28.2382,96.9094
-1.36998,4.65505,0.569849,301.665,351.405,15.9961,7,8191,28.7573,30.8142,28.2431,96.9043
-1.1163,4.55293,0.844532,301.707,351.455,15.9895,8,8191,28.7352,30.7981,28.2195,96.9067
-1.05521,4.38514,0.745104,301.68,351.38,15.9809,9,8191,28.7494,30.8192,28.2319,96.9069
-1.12052,4.38202,0.508976,301.714,351.252,15.9857,10,8191,28.7339,30.8057,28.2159,96.9075
-1.2698,4.42485,0.325139,301.73,351.281,15.9944,1,8191,28.7444,30.834,28.222,96.9069
-1.66521,4.42998,0.220182,301.684,351.33,16.0048,2,8191,28.7815,30.8154,28.273,96.914
-1.79029,4.30505,0.370151,301.665,351.334,16.0102,3,8191,28.7734,30.8342,28.2583,96.9116
-1.4559,4.37226,0.309486,301.7,351.255,16.0085,4,8191,28.7481,30.813,28.2319,96.908
-1.45996,4.47498,0.325062,301.715,351.286,16.0163,5,8191,28.769,30.8229,28.2556,96.899
-1.55729,4.4444,0.0890043,301.742,351.326,16.0145,6,8191,28.7331,30.8168,28.2122,96.9057
-1.69999,4.35502,0.454912,301.73,351.429,16.0083,7,8191,28.7695,30.8303,28.2543,96.9116
-1.87086,4.55725,0.356484,301.724,351.35,16.0119,8,8191,28.7775,30.8303,28.2643,96.9069
-1.70483,4.55497,0.440266,301.695,351.277,16.0049,9,8191,28.7573,30.8082,28.2446,96.9075
-1.92717,4.55198,-0.104664,301.48,351.36,16.0136,10,8191,28.7337,30.8154,28.2132,96.9134
-1.83502,4.47502,-0.179926,301.62,351.172,16.0108,1,8191,28.715,30.7968,28.1946,96.8984
-1.7848,4.40154,-0.333852,301.577,351.369,16.0065,2,8191,28.7339,30.8068,28.2157,96.9025
-1.95008,4.43493,-0.110036,301.595,351.318,15.9996,3,8191,28.7608,30.8057,28.2495,96.8984
-1.84377,4.5344,0.0512622,301.632,351.498,15.9796,4,8191,28.7187,30.8204,28.1933,96.9037
-1.915,4.48503,-0.0699846,301.515,351.505,15.9632,5,8191,28.7202,30.803,28.1995,96.8984
-1.92306,4.47211,-0.0193094,301.519,351.448,15.9513,6,8191,28.7496,30.8006,28.2369,96.902
-1.89505,4.43502,-0.144897,301.38,351.43,15.9489,7,8191,28.7925,30.8204,28.2855,96.9026
-1.78093,4.35689,-0.258785,301.39,351.448,15.9415,8,8191,28.7718,30.7869,28.268,96.902
-1.59501,4.25005,-0.409998,301.38,351.479,15.9335,9,8191,28.77,30.813,28.2593,96.9008
-1.58642,4.14861,-0.445381,301.368,351.462,15.931,10,8191,28.7683,30.8043,28.2593,96.9013
-1.565,4.155,-0.474997,301.37,351.609,15.9141,1,8191,28.7448,30.7958,28.2321,96.8996
-1.62211,4.14094,-0.530108,301.359,351.7,15.8983,2,8191,28.7419,30.8068,28.2257,96.8994
-1.58001,4.13998,-0.67496,301.365,351.793,15.8863,3,8191,28.7142,30.792,28.1947,96.9025
-1.56315,4.17864,-0.723945,301.368,351.792,15.8755,4,8191,28.7265,30.7943,28.2095,96.9014
-1.555,4.04501,-0.734999,301.375,351.753,15.8703,5,8191,28.7397,30.8254,28.2182,96.9098
-1.37134,4.13848,-0.843548,301.464,351.814,15.8653,6,8191,28.7424,30.7943,28.2294,96.9128
-1.415,4.63,-0.829999,301.585,351.823,15.8622,7,8191,28.7376,30.7995,28.2221,96.9045
-1.22897,4.6562,-0.654983,301.558,351.936,15.8693,8,8191,28.7651,30.7931,28.2581,96.9067
-1.09501,4.475,-0.714983,301.53,351.819,15.8615,9,8191,28.759,30.7871,28.252,96.8984
-1.0946,4.48434,-0.807042,301.645,351.725,15.8732,10,8191,28.7321,30.8218,28.2097,96.8972
-1.18001,4.74497,-0.525007,301.705,351.635,15.8716,1,8191,28.7559,30.7968,28.2456,96.9031
-1.35289,4.64762,-0.628424,301.794,351.541,15.8789,2,8191,28.7987,30.7819,28.3029,96.9006
-1.63989,4.89504,-0.379987,301.86,351.636,15.8805,3,8191,28.7848,30.7968,28.2817,96.902
-2.00183,4.79842,-0.511063,301.718,351.659,15.8804,4,8191,28.7583,30.7784,28.2533,96.9043
-2.10002,4.69,-0.430011,301.68,351.241,15.8845,5,8191,28.7608,30.8068,28.2494,96.9039
-2.06128,4.65271,-0.212343,301.71,351.405,15.9066,6,8191,28.7603,30.7982,28.2508,96.9037
-1.84498,4.635,0.0349949,301.72,351.273,15.9144,7,8191,28.7728,30.7819,28.2705,96.9049
-1.45671,4.783,-0.278147,301.636,351.317,15.9258,8,8191,28.7887,30.7819,28.2904,96.8941
-1.70515,4.63993,-0.304944,301.74,351.325,15.9239,9,8191,28.7869,30.7871,28.2869,96.8923
-2.14417,4.64884,-0.434854,301.739,351.455,15.9293,10,8191,28.8023,30.8193,28.2981,96.8994
-2.34505,4.48493,-0.255064,301.685,351.474,15.9263,1,8191,28.781,30.7772,28.2819,96.897
-2.26513,4.30144,-0.428934,301.748,351.36,15.918,2,8191,28.7534,30.7844,28.2456,96.8953
-2.29997,4.03494,-0.314996,301.73,351.327,15.9218,3,8191,28.7444,30.7943,28.2319,96.9013
-2.07237,3.98799,-0.196796,301.749,351.282,15.9211,4,8191,28.7555,30.7995,28.2446,96.9067
-1.90496,4.13015,-0.0149429,301.705,351.315,15.9257,5,8191,28.7575,30.7846,28.2508,96.9043
-2.15368,4.10078,-0.0436046,301.681,351.381,15.9285,6,8191,28.7668,30.7869,28.2618,96.9014
-2.56009,3.96491,-0.0849735,301.585,351.253,15.933,7,8191,28.774,30.7722,28.2744,96.9013
-2.57099,3.75981,0.229259,301.54,351.207,15.9377,8,8191,28.7878,30.7819,28.2892,96.8947
-3,3.79004,0.440015,301.54,351.342,15.9387,9,8191,28.777,30.7871,28.2744,96.9013
-3.14524,3.56331,0.349107,301.645,351.54,15.9397,10,8191,28.8034,30.7956,28.3054,96.896
-3.10006,3.60513,0.43018,301.73,351.513,15.9233,1,8191,28.8301,30.7943,28.339,96.8923
-3.03907,3.5831,0.440765,301.683,351.562,15.9138,2,8191,28.7976,30.8007,28.2969,96.9025
-3.08508,3.58508,0.590111,301.735,351.609,15.9115,3,8191,28.7546,30.8055,28.2419,96.9006
-3.13631,3.49197,0.744199,301.779,351.521,15.9139,4,8191,28.7857,30.8117,28.2792,96.9067
-2.92995,3.62525,0.564806,301.82,351.168,15.9199,5,8191,28.7911,30.8032,28.2881,96.9033
-3.04625,3.93174,0.636174,301.949,351.281,15.9307,6,8191,28.7884,30.7896,28.2881,96.9092
-3.05996,3.88497,0.800033,301.94,351.333,15.937,7,8191,28.767,30.8069,28.257,96.8996
-2.88374,3.87489,0.853509,301.882,351.268,15.9343,8,8191,28.7808,30.8117,28.273,96.9037
-2.84519,3.83008,0.819824,301.905,351.073,15.93,9,8191,28.7583,30.7933,28.2495,96.9049
-2.90664,3.89756,0.836501,301.954,350.922,15.9401,10,8191,28.7865,30.8452,28.2718,96.9031
-2.80999,3.85989,0.790059,302.03,350.951,15.9432,1,8191,28.7685,30.8353,28.2518,96.9026
-2.77958,3.76783,0.824382,302.078,351.089,15.9454,2,8191,28.7316,30.7896,28.2172,96.9087
-3.06497,3.55998,0.940097,302.075,350.937,15.9415,3,8191,28.7361,30.792,28.2221,96.9094
-2.99502,3.69874,0.936616,302.066,350.882,15.9454,4,8191,28.7301,30.797,28.2134,96.9147
-3.00994,3.52,1.00003,302.07,350.832,15.957,5,8191,28.7279,30.7908,28.2122,96.914
-2.98758,3.44342,0.910665,302.1,350.672,15.9619,6,8191,28.7232,30.7981,28.2045,96.9086
-2.74963,3.61009,0.819854,302.01,350.738,15.9786,7,8191,28.7219,30.7908,28.2047,96.9124
-2.53683,3.62977,0.751307,301.945,350.728,15.9758,8,8191,28.7569,30.8068,28.2444,96.9124
-2.39489,3.61978,0.730103,301.93,350.687,15.9788,9,8191,28.7824,30.8094,28.2757,96.922
-2.50641,3.3872,0.84505,302.07,350.732,15.9937,10,8191,28.7992,30.7993,28.2992,96.9207
-2.51499,3.41979,0.969922,302.07,350.82,15.9962,1,8191,28.7837,30.7908,28.2819,96.9153
-2.40907,3.40036,0.761363,302.07,351.052,15.9943,2,8191,28.7563,30.8032,28.2446,96.9122
-2.47021,3.27519,0.549653,302.105,350.949,15.9865,3,8191,28.7543,30.7933,28.2446,96.9122
-2.3397,3.51256,0.341425,302.152,350.882,15.9863,4,8191,28.7899,30.7722,28.2944,96.9112
-2.37989,3.10538,0.350058,302.14,350.874,15.9883,5,8191,28.7663,30.7933,28.2595,96.9203
-2.26925,3.53974,0.580855,302.162,350.89,16.005,6,8191,28.7618,30.7919,28.2543,96.9183
-2.77506,3.57485,0.414969,302.085,350.637,15.9983,7,8191,28.7805,30.7807,28.2805,96.9086
-2.61042,3.60344,0.538807,302.088,350.731,16.0057,8,8191,28.7568,30.761,28.2558,96.9116
-2.71985,3.97516,0.709916,302.095,350.7,16.0134,9,8191,28.7558,30.7958,28.2458,96.9073
-2.80197,4.05805,0.529232,302.077,350.573,16.0206,10,8191,28.7772,30.7883,28.2744,96.9092
-3.33071,3.89965,0.13973,302.04,350.554,16.0222,1,8191,28.7468,30.7908,28.2358,96.9128
-3.65891,3.77644,0.092887,302.057,350.743,16.035,2,8191,28.7463,30.8181,28.2284,96.9153
-3.52466,3.41443,0.299212,302.065,350.656,16.0332,3,8191,28.7944,30.7945,28.2944,96.9073
-2.83917,3.34739,0.101825,302.062,350.721,16.0282,4,8191,28.7543,30.8032,28.2421,96.9043
-2.55981,3.7949,0.0949431,302.05,350.788,16.0295,5,8191,28.7438,30.7908,28.2321,96.9025
-2.53462,3.93053,-0.141454,302.088,350.892,16.0288,6,8191,28.7615,30.7747,28.2583,96.9013
-2.49523,3.77975,-0.109327,302.06,350.718,16.017,7,8191,28.7603,30.7982,28.2508,96.8939
-2.74243,3.98688,0.364159,302.174,350.759,16.0215,8,8191,28.7698,30.8117,28.2593,96.9
-2.99059,3.50473,0.955006,302.18,350.712,16.025,9,8191,28.7763,30.7894,28.273,96.9055
-2.83436,3.63157,0.567698,302.154,350.726,16.0248,10,8191,28.7864,30.7945,28.2844,96.9061
-2.91013,3.85499,0.329816,302.095,350.635,16.024,1,8191,28.7772,30.7982,28.2719,96.9045
-2.69774,4.02242,0.207565,302.051,350.563,16.0383,2,8191,28.7802,30.7685,28.2832,96.9049
-2.81066,4.01003,0.0895982,302.07,350.589,16.0352,3,8191,28.7897,30.7958,28.2881,96.9025
-3.25309,4.00697,-0.130053,302.08,350.541,16.048,4,8191,28.7423,30.8082,28.2259,96.9
-2.80491,3.82475,-0.140248,302.095,350.63,16.0387,5,8191,28.7453,30.7982,28.2321,96.9
-2.74428,3.69438,-0.249081,302.089,350.767,16.0396,6,8191,28.7859,30.7871,28.2856,96.9019
-2.80937,3.7101,-0.255335,302.085,350.716,16.0306,7,8191,28.7757,30.7759,28.2757,96.9025
-2.72125,4.05874,-0.282011,302.091,350.698,16.0321,8,8191,28.7757,30.7809,28.2744,96.9067
